Disease,Description,Total_Symptoms,All_Symptoms,Symptom_1,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Symptom_10_Weight,Symptom_11_Weight,Symptom_12_Weight,Symptom_13_Weight,Symptom_14_Weight,Symptom_15_Weight,Symptom_16_Weight,Symptom_17_Weight,Symptom_1_Weight,Symptom_2_Weight,Symptom_3_Weight,Symptom_4_Weight,Symptom_5_Weight,Symptom_6_Weight,Symptom_7_Weight,Symptom_8_Weight,Symptom_9_Weight,Total_Symptom_Weight,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Total_Symptom_Weight,Weight_Std,All_Precautions,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Chicken pox,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",10,"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, swelled_lymph_nodes, malaise, red_spots_over_body",itching,red_spots_over_body,,,,,,,,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,3.9,7.0,1.0,3.0,,,,,,,,1,3.0,4.0,2.0,7.0,3.0,4.0,6.0,6.0,39.0,3.9,7.0,1.0,39.0,1.911950719959998,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Chicken pox,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",10,"itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, malaise, red_spots_over_body",itching,red_spots_over_body,,,,,,,,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,3.8,7.0,1.0,3.0,,,,,,,,1,3.0,4.0,2.0,7.0,3.0,4.0,5.0,6.0,38.0,3.8,7.0,1.0,38.0,1.8135294011647258,"use neem in bathing , consume neem leaves, take vaccine, avoid public places",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, muscle_pain, red_spots_over_body",skin_rash,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body,,,,,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,3.769230769230769,7.0,2.0,4.0,3.0,2.0,3.0,,,,,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,49.0,3.769230769230769,7.0,2.0,49.0,1.3008872711759818,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, red_spots_over_body",skin_rash,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body,,,,,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,4.076923076923077,7.0,3.0,4.0,3.0,6.0,3.0,,,,,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,53.0,4.076923076923077,7.0,3.0,53.0,1.3204505835470495,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain",skin_rash,pain_behind_the_eyes,back_pain,malaise,muscle_pain,,,,,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,4.0,7.0,2.0,4.0,3.0,6.0,2.0,,,,,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,52.0,4.0,7.0,2.0,52.0,1.4142135623730951,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",14,"skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body,,,,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,3.9285714285714284,7.0,2.0,4.0,3.0,6.0,2.0,3.0,,,,3,3.0,3.0,5.0,4.0,7.0,3.0,5.0,4.0,55.0,3.9285714285714284,7.0,2.0,55.0,1.3847680013570567,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",chills,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,4.0,7.0,2.0,3.0,6.0,2.0,3.0,,,,,3,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,52.0,4.0,7.0,2.0,52.0,1.4142135623730951,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,4.0,7.0,2.0,3.0,6.0,2.0,3.0,,,,,3,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,52.0,4.0,7.0,2.0,52.0,1.4142135623730951,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,4.0,7.0,2.0,3.0,6.0,2.0,3.0,,,,,3,3.0,5.0,4.0,7.0,3.0,5.0,4.0,4.0,52.0,4.0,7.0,2.0,52.0,1.4142135623730951,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, joint_pain, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,3.8461538461538463,7.0,2.0,3.0,6.0,2.0,3.0,,,,,3,3.0,3.0,4.0,7.0,3.0,5.0,4.0,4.0,50.0,3.8461538461538463,7.0,2.0,50.0,1.4051188470584879,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, joint_pain, vomiting, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,3.923076923076923,7.0,2.0,3.0,6.0,2.0,3.0,,,,,3,3.0,3.0,5.0,7.0,3.0,5.0,4.0,4.0,51.0,3.923076923076923,7.0,2.0,51.0,1.4411533842457842,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Dengue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. — called also breakbone fever, dengue fever.",13,"skin_rash, chills, joint_pain, vomiting, fatigue, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body",skin_rash,back_pain,malaise,muscle_pain,red_spots_over_body,,,,,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,3.6923076923076925,6.0,2.0,3.0,6.0,2.0,3.0,,,,,3,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,48.0,3.6923076923076925,6.0,2.0,48.0,1.109400392450458,"drink papaya leaf juice, avoid fatty spicy food, keep mosquitos away, keep hydrated",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,belly_pain,,,,,,,,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),4.7,7.0,3.0,4.0,,,,,,,,3,5.0,4.0,7.0,5.0,4.0,4.0,6.0,5.0,47.0,4.7,7.0,3.0,47.0,1.1595018087284057,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, headache, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,belly_pain,,,,,,,,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),4.5,7.0,3.0,4.0,,,,,,,,3,5.0,4.0,7.0,3.0,4.0,4.0,6.0,5.0,45.0,4.5,7.0,3.0,45.0,1.2692955176439846,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, headache, nausea, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,belly_pain,,,,,,,,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),4.6,7.0,3.0,4.0,,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,6.0,5.0,46.0,4.6,7.0,3.0,46.0,1.2649110640673518,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, diarrhoea, toxic_look_(typhos), belly_pain",chills,belly_pain,,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),4.6,7.0,3.0,4.0,,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,6.0,5.0,46.0,4.6,7.0,3.0,46.0,1.2649110640673518,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, toxic_look_(typhos), belly_pain",chills,belly_pain,,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),4.4,7.0,3.0,4.0,,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,5.0,44.0,4.4,7.0,3.0,44.0,1.1737877907772671,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, belly_pain",chills,belly_pain,,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,4.5,7.0,3.0,4.0,,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,45.0,4.5,7.0,3.0,45.0,1.2692955176439846,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos)",chills,toxic_look_(typhos),,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,4.6,7.0,3.0,5.0,,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,46.0,4.6,7.0,3.0,46.0,1.2649110640673518,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",11,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,toxic_look_(typhos),belly_pain,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,4.545454545454546,7.0,3.0,5.0,4.0,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,50.0,4.545454545454546,7.0,3.0,50.0,1.2135597524338357,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",11,"chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,toxic_look_(typhos),belly_pain,,,,,,,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,4.545454545454546,7.0,3.0,5.0,4.0,,,,,,,3,5.0,4.0,7.0,3.0,5.0,4.0,4.0,6.0,50.0,4.545454545454546,7.0,3.0,50.0,1.2135597524338357,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
Typhoid,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",10,"chills, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain",chills,belly_pain,,,,,,,,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),4.5,7.0,3.0,4.0,,,,,,,,3,4.0,7.0,3.0,5.0,4.0,4.0,6.0,5.0,45.0,4.5,7.0,3.0,45.0,1.2692955176439846,"eat high calorie vegitables, antiboitic therapy, consult doctor, medication",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,11,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,yellowing_of_eyes,muscle_pain,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,4.090909090909091,6.0,2.0,4.0,2.0,,,,,,,3,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,45.0,4.090909090909091,6.0,2.0,45.0,1.1361818036340359,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,11,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,yellowing_of_eyes,muscle_pain,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,4.090909090909091,6.0,2.0,4.0,2.0,,,,,,,3,5.0,3.0,4.0,5.0,4.0,4.0,6.0,5.0,45.0,4.090909090909091,6.0,2.0,45.0,1.1361818036340359,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",vomiting,muscle_pain,,,,,,,,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,4.2,6.0,2.0,2.0,,,,,,,,5,3.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,42.0,4.2,6.0,2.0,42.0,1.1352924243950933,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,4.0,6.0,2.0,2.0,,,,,,,,3,3.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,40.0,4.0,6.0,2.0,40.0,1.1547005383792515,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,4.2,6.0,2.0,2.0,,,,,,,,3,5.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,42.0,4.2,6.0,2.0,42.0,1.1352924243950933,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,4.1,6.0,2.0,2.0,,,,,,,,3,5.0,3.0,5.0,4.0,4.0,6.0,5.0,4.0,41.0,4.1,6.0,2.0,41.0,1.1972189997378646,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,4.0,6.0,2.0,2.0,,,,,,,,3,5.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,40.0,4.0,6.0,2.0,40.0,1.1547005383792515,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,4.1,6.0,2.0,2.0,,,,,,,,3,5.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,41.0,4.1,6.0,2.0,41.0,1.1972189997378646,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,4.1,6.0,2.0,2.0,,,,,,,,3,5.0,3.0,4.0,5.0,4.0,6.0,5.0,4.0,41.0,4.1,6.0,2.0,41.0,1.1972189997378646,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
hepatitis A,Hepatitis A is a highly contagious liver infection caused by the hepatitis A virus. The virus is one of several types of hepatitis viruses that cause inflammation and affect your liver's ability to function.,10,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, mild_fever, yellowing_of_eyes, muscle_pain",joint_pain,muscle_pain,,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,3.9,5.0,2.0,2.0,,,,,,,,3,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,39.0,3.9,5.0,2.0,39.0,0.9944289260117534,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",12,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,3.5833333333333335,6.0,1.0,6.0,5.0,2.0,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,43.0,3.5833333333333335,6.0,1.0,43.0,1.378954368902449,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",12,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,malaise,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,3.5833333333333335,6.0,1.0,6.0,5.0,2.0,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,43.0,3.5833333333333335,6.0,1.0,43.0,1.378954368902449,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
